Sort order,"Major area, region, country or area of destination",Notes,Country code,Type of data (a),1990,2000,2010,2013,1990,2000,2010,2013,1990,2000,2010,2013
172,Belgium,,56,C,  891 537,  879 018, 1 119 256, 1 159 801,  480 445,  455 698,  568 348,  587 500,  411 092,  423 320,  550 908,  572 301
173,France,,250,B, 5 897 267, 6 278 718, 7 196 481, 7 439 086, 2 999 376, 3 092 789, 3 508 928, 3 611 520, 2 897 891, 3 185 929, 3 687 553, 3 827 566
174,Germany,,276,B, 5 936 181, 8 992 631, 9 734 034, 9 845 244, 3 293 128, 4 503 666, 4 680 549, 4 707 081, 2 643 053, 4 488 965, 5 053 485, 5 138 163
175,Liechtenstein,,438,C,  10 906,  11 215,  11 886,  12 208,  5 956,  5 687,  6 056,  6 170,  4 950,  5 528,  5 830,  6 038
176,Luxembourg,,442,B,  113 795,  140 813,  163 142,  229 409,  56 062,  69 756,  81 420,  115 890,  57 733,  71 057,  81 722,  113 519
177,Monaco,,492,B,  20 060,  21 749,  23 580,  24 299,  9 347,  10 444,  11 583,  11 992,  10 713,  11 305,  11 997,  12 307
178,Netherlands,,528,B, 1 191 634, 1 585 420, 1 850 494, 1 964 922,  595 773,  779 868,  888 606,  939 999,  595 861,  805 552,  961 888, 1 024 923
179,Switzerland,,756,B, 1 392 282, 1 570 756, 2 075 182, 2 335 059,  672 245,  759 708, 1 005 381, 1 142 626,  720 037,  811 048, 1 069 801, 1 192 433
180,LATIN AMERICA AND THE CARIBBEAN,,904,, 7 129 952, 6 502 761, 8 093 251, 8 548 070, 3 577 995, 3 243 030, 3 921 640, 4 141 533, 3 551 957, 3 259 731, 4 171 611, 4 406 537
181,Caribbean,,915,, 1 057 187, 1 252 308, 1 363 931, 1 407 253,  550 186,  641 394,  698 679,  718 015,  507 001,  610 914,  665 252,  689 238
182,Anguilla,,660,B,  2 570,  4 063,  6 070,  6 520,  1 258,  1 910,  2 734,  2 937,  1 312,  2 153,  3 336,  3 583
183,Antigua and Barbuda,,28,B,  12 029,  23 471,  28 047,  28 733,  5 775,  11 267,  13 463,  13 792,  6 254,  12 204,  14 584,  14 941
184,Aruba,,533,B,  14 444,  30 104,  34 976,  35 950,  6 429,  13 519,  15 600,  16 016,  8 015,  16 585,  19 376,  19 934
185,Bahamas,,44,B,  26 855,  38 454,  60 736,  61 343,  13 827,  20 479,  30 933,  31 243,  13 028,  17 975,  29 803,  30 100
186,Barbados,,52,B,  21 392,  24 509,  30 384,  32 280,  8 962,  9 951,  12 295,  13 052,  12 430,  14 558,  18 089,  19 228
187,British Virgin Islands,,92,B,  7 588,  8 385,  8 922,  9 144,  3 896,  4 307,  4 657,  4 790,  3 692,  4 078,  4 265,  4 354
188,Caribbean Netherlands,(20),535,B,  38 410,  46 105,  11 445,  12 613,  17 257,  20 402,  5 530,  6 102,  21 153,  25 703,  5 915,  6 511
189,Cayman Islands,,136,B,  12 711,  23 920,  33 480,  33 671,  6 258,  12 062,  16 607,  16 698,  6 453,  11 858,  16 873,  16 973
190,Cuba,,192,B,  34 555,  17 818,  16 228,  16 177,  17 278,  7 840,  7 240,  7 262,  17 277,  9 978,  8 988,  8 915
191,Curaçao,,531,B,..,..,  34 627,  36 865,..,..,  14 195,  15 149,..,..,  20 432,  21 716
192,Dominica,,212,B,  2 519,  3 723,  5 765,  6 419,  1 309,  1 980,  3 177,  3 565,  1 210,  1 743,  2 588,  2 854
193,Dominican Republic,,214,B,  291 151,  355 611,  396 390,  402 506,  181 677,  216 008,  240 351,  244 002,  109 474,  139 603,  156 039,  158 504
194,Grenada,,308,B,  4 263,  6 525,  9 753,  11 367,  2 106,  3 288,  4 914,  5 727,  2 157,  3 237,  4 839,  5 640
195,Guadeloupe,(21),312,B,  65 944,  83 188,  94 942,  97 081,  32 718,  39 778,  42 768,  43 615,  33 226,  43 410,  52 174,  53 466
196,Haiti,,332,B,  19 084,  25 832,  35 104,  38 061,  10 606,  14 664,  20 162,  21 914,  8 478,  11 168,  14 942,  16 147
197,Jamaica,,388,B,  20 760,  24 652,  32 442,  34 907,  10 133,  12 308,  16 714,  18 103,  10 627,  12 344,  15 728,  16 804
198,Martinique,,474,B,  38 705,  54 492,  59 575,  60 653,  19 091,  25 451,  26 330,  26 806,  19 614,  29 041,  33 245,  33 847
199,Montserrat,,500,B,  2 013,  1 211,  1 277,  1 321,  1 029,   622,   657,   680,   984,   589,   620,   641
200,Puerto Rico,,630,B,  321 909,  355 038,  304 969,  319 393,  153 354,  166 043,  144 382,  148 840,  168 555,  188 995,  160 587,  170 553
201,Saint Kitts and Nevis,,659,B,  3 247,  4 047,  5 288,  5 673,  1 674,  2 145,  2 880,  3 108,  1 573,  1 902,  2 408,  2 565
202,Saint Lucia,,662,B,  5 336,  7 400,  11 015,  12 180,  2 633,  3 603,  5 474,  6 079,  2 703,  3 797,  5 541,  6 101
203,Saint Vincent and the Grenadines,,670,B,  4 004,  6 380,  9 317,  10 260,  1 944,  3 084,  4 579,  5 060,  2 060,  3 296,  4 738,  5 200
204,Sint Maarten (Dutch part),,534,B,..,..,  26 200,  27 021,..,..,  12 570,  12 950,..,..,  13 630,  14 071
205,Trinidad and Tobago,,780,B,  50 666,  41 753,  34 436,  32 488,  23 528,  19 288,  15 835,  14 925,  27 138,  22 465,  18 601,  17 563
206,Turks and Caicos Islands,,796,B,  5 062,  9 015,  10 875,  11 356,  2 620,  4 665,  5 627,  5 876,  2 442,  4 350,  5 248,  5 480
207,United States Virgin Islands,,850,B,  51 970,  56 612,  61 668,  63 271,  24 824,  26 730,  29 005,  29 724,  27 146,  29 882,  32 663,  33 547
208,Central America,,916,, 1 833 633, 1 093 388, 1 729 382, 1 915 673,  907 600,  548 556,  864 352,  958 434,  926 033,  544 832,  865 030,  957 239
209,Belize,,84,B R ,  30 404,  36 488,  46 360,  50 860,  16 393,  18 631,  23 459,  25 685,  14 011,  17 857,  22 901,  25 175
210,Costa Rica,,188,B R,  417 628,  310 946,  405 404,  419 572,  212 173,  156 798,  195 873,  201 734,  205 455,  154 148,  209 531,  217 838
211,El Salvador,,222,B R,  47 360,  31 713,  40 324,  41 615,  22 218,  14 909,  19 148,  19 784,  25 142,  16 804,  21 176,  21 831
212,Guatemala,,320,B R,  264 257,  48 119,  66 384,  72 764,  112 615,  21 211,  30 917,  34 288,  151 642,  26 908,  35 467,  38 476
213,Honduras,,340,B R,  270 423,  28 461,  27 288,  27 503,  137 573,  14 581,  14 306,  14 495,  132 850,  13 880,  12 982,  13 008
214,Mexico,,484,B R,  701 088,  520 725,  962 516, 1 103 460,  353 407,  263 036,  488 314,  560 559,  347 681,  257 689,  474 202,  542 901
215,Nicaragua,,558,B R,  40 792,  30 545,  40 130,  41 482,  20 627,  15 492,  20 757,  21 488,  20 165,  15 053,  19 373,  19 994
216,Panama,,591,B,  61 681,  86 391,  140 976,  158 417,  32 594,  43 898,  71 578,  80 401,  29 087,  42 493,  69 398,  78 016
217,South America,,931,, 4 239 132, 4 157 065, 4 999 938, 5 225 144, 2 120 209, 2 053 080, 2 358 609, 2 465 084, 2 118 923, 2 103 985, 2 641 329, 2 760 060
218,Argentina,,32,B, 1 649 919, 1 540 219, 1 805 957, 1 885 678,  788 130,  717 924,  831 696,  865 249,  861 789,  822 295,  974 261, 1 020 429
219,Bolivia (Plurinational State of),,68,B,  59 590,  89 058,  145 817,  154 330,  30 336,  45 753,  76 317,  80 901,  29 254,  43 305,  69 500,  73 429
220,Brazil,,76,B,  798 517,  684 596,  592 568,  599 678,  426 147,  366 156,  319 882,  323 720,  372 370,  318 440,  272 686,  275 958
221,Chile,,152,B,  107 501,  177 332,  369 436,  398 251,  54 547,  84 717,  174 079,  187 483,  52 954,  92 615,  195 357,  210 768
222,Colombia,,170,B,  104 277,  109 609,  124 271,  129 632,  53 109,  56 223,  65 622,  68 892,  51 168,  53 386,  58 649,  60 740
223,Ecuador,,218,B R,  78 663,  101 352,  325 668,  359 315,  38 531,  50 902,  167 927,  185 481,  40 132,  50 450,  157 741,  173 834
224,Falkland Islands (Malvinas),,238,B,   825,  1 567,  1 875,  1 975,   470,   934,  1 128,  1 191,   355,   633,   747,   784
225,French Guiana,,254,B,  57 011,  80 083,  100 018,  104 291,  31 227,  40 690,  49 253,  51 028,  25 784,  39 393,  50 765,  53 263
226,Guyana,,328,B,  4 095,  7 973,  13 071,  14 770,  2 200,  4 270,  7 088,  8 032,  1 895,  3 703,  5 983,  6 738
227,Paraguay,,600,B,  183 335,  175 430,  181 728,  185 776,  96 235,  91 450,  95 231,  97 483,  87 100,  83 980,  86 497,  88 293
228,Peru,,604,B,  55 993,  59 937,  93 851,  104 919,  28 030,  29 558,  47 518,  53 432,  27 963,  30 379,  46 333,  51 487
229,Suriname,,740,C,  18 031,  27 507,  39 474,  41 670,  9 705,  14 915,  21 561,  22 785,  8 326,  12 592,  17 913,  18 885
230,Uruguay,,858,B,  98 116,  88 871,  76 263,  73 528,  45 825,  41 086,  34 508,  33 262,  52 291,  47 785,  41 755,  40 266
231,Venezuela (Bolivarian Republic of),,862,B, 1 023 259, 1 013 531, 1 129 941, 1 171 331,  515 717,  508 502,  466 799,  486 145,  507 542,  505 029,  663 142,  685 186
232,NORTHERN AMERICA,,905,, 27 773 888, 40 395 432, 51 205 367, 53 094 891, 13 593 266, 20 005 316, 24 983 308, 25 900 132, 14 180 622, 20 390 116, 26 222 059, 27 194 759
233,Bermuda,,60,B,  15 683,  17 668,  18 884,  19 066,  7 557,  8 531,  9 202,  9 303,  8 126,  9 137,  9 682,  9 763
234,Canada,,124,B, 4 497 521, 5 555 019, 6 995 894, 7 284 069, 2 206 245, 2 680 282, 3 346 134, 3 479 305, 2 291 276, 2 874 737, 3 649 760, 3 804 764
235,Greenland,,304,B,  8 547,  7 256,  5 909,  5 694,  5 913,  4 965,  3 952,  3 788,  2 634,  2 291,  1 957,  1 906
236,Saint Pierre and Miquelon,,666,B,  1 111,  1 436,  1 037,   972,   566,   753,   546,   513,   545,   683,   491,   459
237,United States of America,,840,B, 23 251 026, 34 814 053, 44 183 643, 45 785 090, 11 372 985, 17 310 785, 21 623 474, 22 407 223, 11 878 041, 17 503 268, 22 560 169, 23 377 867
238,OCEANIA,,909,, 4 668 262, 5 402 146, 7 349 180, 7 938 121, 2 377 133, 2 700 372, 3 657 565, 3 950 258, 2 291 129, 2 701 774, 3 691 615, 3 987 863
239,Australia and New Zealand,,927,, 4 408 790, 5 097 271, 7 018 347, 7 601 468, 2 232 219, 2 535 676, 3 475 702, 3 764 477, 2 176 571, 2 561 595, 3 542 645, 3 836 991
240,Australia,(22),36,B, 3 885 600, 4 412 170, 5 994 070, 6 468 640, 1 971 394, 2 202 900, 2 978 160, 3 213 951, 1 914 206, 2 209 270, 3 015 910, 3 254 689
241,New Zealand,,554,B,  523 190,  685 101, 1 024 277, 1 132 828,  260 825,  332 776,  497 542,  550 526,  262 365,  352 325,  526 735,  582 302
242,Melanesia,,928,,  91 373,  99 711,  118 856,  122 284,  50 777,  55 806,  66 458,  68 415,  40 596,  43 905,  52 398,  53 869
243,Fiji,,242,B,  13 671,  15 918,  21 129,  22 828,  7 046,  8 260,  11 294,  12 286,  6 625,  7 658,  9 835,  10 542
244,New Caledonia,,540,B,  37 673,  49 651,  61 158,  63 037,  20 885,  26 932,  32 886,  33 927,  16 788,  22 719,  28 272,  29 110
245,Papua New Guinea,,598,C R,  33 053,  25 515,  26 175,  25 441,  18 984,  15 880,  16 545,  16 132,  14 069,  9 635,  9 630,  9 309
246,Solomon Islands,,90,B,  4 668,  6 001,  7 403,  7 870,  2 593,  3 352,  4 228,  4 518,  2 075,  2 649,  3 175,  3 352
247,Vanuatu,,548,B,  2 308,  2 626,  2 991,  3 108,  1 269,  1 382,  1 505,  1 552,  1 039,  1 244,  1 486,  1 556
248,Micronesia,,954,,  109 833,  134 753,  120 674,  119 509,  61 546,  70 183,  66 768,  66 939,  48 287,  64 570,  53 906,  52 570
249,Guam,,316,B,  69 755,  74 181,  79 078,  80 770,  39 364,  41 862,  45 270,  46 457,  30 391,  32 319,  33 808,  34 313
250,Kiribati,,296,B,  2 162,  2 283,  2 589,  2 619,  1 107,  1 171,  1 326,  1 341,  1 055,  1 112,  1 263,  1 278
251,Marshall Islands,,584,B,  1 547,  1 626,  1 682,  1 705,   913,   959,  1 003,  1 021,   634,   667,   679,   684
252,Micronesia (Federated States of),,583,B,  3 697,  3 105,  2 672,  2 600,  2 368,  1 699,  1 456,  1 418,  1 329,  1 406,  1 216,  1 182
253,Nauru,,520,C,  2 815,  2 394,  2 112,  2 070,  1 506,  1 283,  1 133,  1 111,  1 309,  1 111,   979,   959
254,Northern Mariana Islands,,580,B,  26 988,  44 866,  26 856,  24 155,  14 451,  19 442,  13 144,  12 200,  12 537,  25 424,  13 712,  11 955
255,Palau,,585,B,  2 869,  6 298,  5 685,  5 590,  1 837,  3 767,  3 436,  3 391,  1 032,  2 531,  2 249,  2 199
256,Polynesia,,957,,  58 266,  70 411,  91 303,  94 860,  32 591,  38 707,  48 637,  50 427,  25 675,  31 704,  42 666,  44 433
257,American Samoa,,16,B,  21 283,  24 912,  39 636,  41 845,  11 175,  12 898,  20 227,  21 354,  10 108,  12 014,  19 409,  20 491
258,Cook Islands,,184,B,  2 587,  2 785,  3 122,  3 243,  1 443,  1 552,  1 767,  1 843,  1 144,  1 233,  1 355,  1 400
259,French Polynesia,,258,B,  25 830,  30 329,  34 243,  34 830,  15 444,  17 604,  19 207,  19 448,  10 386,  12 725,  15 036,  15 382
260,Niue,,570,B,   461,   498,   545,   552,   245,   268,   295,   299,   216,   230,   250,   253
261,Samoa,,882,B,  3 200,  5 708,  5 513,  5 623,  1 742,  3 133,  2 787,  2 843,  1 458,  2 575,  2 726,  2 780
262,Tokelau,,772,B,   269,   259,   288,   298,   146,   131,   139,   142,   123,   128,   149,   156
263,Tonga,,776,B,  2 911,  3 684,  5 022,  5 436,  1 488,  1 981,  2 727,  2 960,  1 423,  1 703,  2 295,  2 476
264,Tuvalu,,798,C,   323,   221,   158,   148,   182,   122,   87,   82,   141,   99,   71,   66
265,Wallis and Futuna Islands,,876,B,  1 402,  2 015,  2 776,  2 885,   726,  1 018,  1 401,  1 456,   676,   997,  1 375,  1 429
